"MOD_NAME","ITM_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML"
"RFQ_residential","rsqg5","Was there pesticide spraying at or around this residence when you lived there?","NUMBER","4","0"
"RFQ_residential","rsqg5a","How often did the spraying happen?","NUMBER","4","0"
"RFQ_residential","rsqh1","During childhood and young adulthood (up to age 25), did you ever live in a group living situation, such as a dormitory or military barracks, for longer than 1 month?","NUMBER","4","0"
"RFQ_residential","rsqh1months","How many months OR years in total did you live in a group living situation?","NUMBER","4","1"
"RFQ_residential","rsqh1yrs","How many months OR years in total did you live in a group living situation?","NUMBER","4","1"
"RFQ_residential","rsqh1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_residential","rscomments","Comments: If you have any additional information about your residential history, please provide it here.","CHAR","500",NA
"RFQ_residential","residential_complete","if residential completed","NUMBER","4","0"
"RFQ_smoking","","smoking","",NA,NA
"RFQ_smoking","patno","PPMI patient number","NUMBER","6","0"
"RFQ_smoking","smoking_timestamp","smoking date stamp","TIMESTAMP","19",NA
"RFQ_smoking","datacompsm","Date of completion","CHAR","11",NA
"RFQ_smoking","compbysm","These questions were primarily completed by:","NUMBER","4","0"
"RFQ_smoking","compby_relativespecifysm","Specify other relative","CHAR","50",NA
"RFQ_smoking","compby_otherspecifysm","Specify someone else","CHAR","50",NA
"RFQ_smoking","smq1","1) In your lifetime, have you smoked 100 or more cigarettes (5 packs)?","NUMBER","4","0"
"RFQ_smoking","smq2","2) In your lifetime, have you ever regularly smoked cigarettes, that is, at least one cigarette per day for 6 months or longer?","NUMBER","4","0"
"RFQ_smoking","smq3_age","3) At what age (or in what year) did you first start regularly smoking cigarettes?","NUMBER","4","0"
"RFQ_smoking","smq3_year","3) At what age (or in what year) did you first start regularly smoking cigarettes?","NUMBER","4","0"
"RFQ_smoking","smq3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq4","4) Do you currently regularly smoke cigarettes?","NUMBER","4","0"
"RFQ_smoking","smq4_age","4.1) At what age (or in what year) did you last stop regularly smoking cigarettes?","NUMBER","4","0"
"RFQ_smoking","smq4_year","4.1) At what age (or in what year) did you last stop regularly smoking cigarettes?","NUMBER","4","0"
"RFQ_smoking","smq4_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq5","5) During all the years that you regularly smoked, did you ever stop smoking for a period of a year or more?","NUMBER","4","0"
"RFQ_smoking","smq5astart1","At what age did you first stop smoking?","NUMBER","4","0"
"RFQ_smoking","smq5astop1","At what age did you start smoking at least 1 cigarette per day again?","NUMBER","4","0"
"RFQ_smoking","smq5a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq5a1_more","Were there other periods when you temporarily quit smoking regularly?","NUMBER","4","0"
"RFQ_smoking","smq5astart2","At what age did you stop smoking again?","NUMBER","4","0"
"RFQ_smoking","smq5astop2","At what age did you start smoking at least 1 cigarette per day again?","NUMBER","4","0"
"RFQ_smoking","smq5a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq5a2_more","Were there other periods when you temporarily quit smoking regularly?","NUMBER","4","0"
"RFQ_smoking","smq5astart3","At what age did you stop smoking again?","NUMBER","4","0"
"RFQ_smoking","smq5astop3","At what age did you start smoking at least 1 cigarette per day again?","NUMBER","4","0"
"RFQ_smoking","smq5a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq5a3_more","Were there other periods when you temporarily quit smoking regularly?","NUMBER","4","0"
"RFQ_smoking","smq6_packs","6) During the time that you regularly smoked, on average, how much did you smoke per day? (packs or cigarettes, 1 pack=20 cigarettes)","NUMBER","4","1"
"RFQ_smoking","smq6_cigs","6) During the time that you regularly smoked, on average, how much did you smoke per day? (packs or cigarettes, 1 pack=20 cigarettes)","NUMBER","4","1"
"RFQ_smoking","smq6_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq7","7) Have you ever used smokeless tobacco such as chewing tobacco or snuff regularly, that is, at least once per day for 6 months or longer?","NUMBER","4","0"
"RFQ_smoking","smq8_age","8) At what age (or in what year) did you first start regularly using smokeless tobacco?","NUMBER","4","0"
"RFQ_smoking","smq8_year","8) At what age (or in what year) did you first start regularly using smokeless tobacco?","NUMBER","4","0"
"RFQ_smoking","smq8_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smq9","Do you currently smoke smokeless tobacco?","NUMBER","4","0"
"RFQ_smoking","smq9_age","9) At what age (or in what year) did you last stop regularly using smokeless tobacco?","NUMBER","4","0"
"RFQ_smoking","smq9_year","9) At what age (or in what year) did you last stop regularly using smokeless tobacco?","NUMBER","4","0"
"RFQ_smoking","smq9_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_smoking","smcomment","Comments: If you have any additional information about your use of tobacco, please provide it here.","CHAR","500",NA
"RFQ_smoking","smoking_complete","if smoking completed","NUMBER","4","0"
"RFQ_toxicant","","toxicant","",NA,NA
"RFQ_toxicant","patno","PPMI patient number","NUMBER","6","0"
"RFQ_toxicant","toxicant_timestamp","toxicant date stamp","TIMESTAMP","19",NA
"RFQ_toxicant","datacomptx","Date of completion","CHAR","11",NA
"RFQ_toxicant","compbytx","These questions were primarily completed by:","NUMBER","4","0"
"RFQ_toxicant","compby_relativespecifytx","Specify other relative","CHAR","50",NA
"RFQ_toxicant","compby_otherspecifytx","Specify someone else","CHAR","50",NA
"RFQ_toxicant","tx1","1) In your lifetime, have you used glues or adhesives 100 or more days at work or at home?","NUMBER","4","0"
"RFQ_toxicant","tx1a_age","1a) At what AGE or YEAR did you first use glues or adhesives?","NUMBER","4","0"
"RFQ_toxicant","tx1a_yr","1a) At what AGE or YEAR did you first use glues or adhesives?","NUMBER","4","0"
"RFQ_toxicant","tx1a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx1b","Are you currently using glues or adhesives?","NUMBER","4","0"
"RFQ_toxicant","tx1b_age","1b) At what AGE or YEAR did you last stop using glues or adhesives?","NUMBER","4","0"
"RFQ_toxicant","tx1b_yr","1b) At what AGE or YEAR did you last stop using glues or adhesives?","NUMBER","4","0"
"RFQ_toxicant","tx1b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx1c","1c) During all the years that you used glues or adhesives, did you ever stop using them for a period of a year or  more?","NUMBER","4","0"
"RFQ_toxicant","tx1c1_start1","At what age did you first stop using glues or adhesives?","NUMBER","4","0"
"RFQ_toxicant","tx1c1_stop1","At what age did you start using them again?","NUMBER","4","0"
"RFQ_toxicant","tx1c11_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx1c11_more","Were there other periods when you temporarily stopped using glues or adhesives regularly?","NUMBER","4","0"
"RFQ_toxicant","tx1c1_start2","At what age did you stop using them again?","NUMBER","4","0"
"RFQ_toxicant","tx1c1_stop2","At what age did you start using them again?","NUMBER","4","0"
"RFQ_toxicant","tx1c12_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx1c12_more","Were there other periods when you temporarily stopped using glues or adhesives regularly?","NUMBER","4","0"
"RFQ_toxicant","tx1c1_start3","At what age did you stop using them again?","NUMBER","4","0"
"RFQ_toxicant","tx1c1_stop3","At what age did you start using them again?","NUMBER","4","0"
"RFQ_toxicant","tx1c13_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx1d_h2obase","Water-based adhesives (vinyl acrylic)","NUMBER","4","0"
"RFQ_toxicant","tx1d_hotmelt","Hot melt adhesives","NUMBER","4","0"
"RFQ_toxicant","tx1d_wood","Elmer's, carpenter's, or wood glue","NUMBER","4","0"
"RFQ_toxicant","tx1d_super","Superglue (cyanoacrylate)","NUMBER","4","0"
"RFQ_toxicant","tx1d_contact","Contact adhesives (rubber cement)","NUMBER","4","0"
"RFQ_toxicant","tx1d_other","Other solvent-based adhesives (specify below)","NUMBER","4","0"
"RFQ_toxicant","tx1dspecify","Specify:","CHAR","500",NA
"RFQ_toxicant","tx1d_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx2","2) In your lifetime, have you used solvents or degreasers 100 or more days at work or at home?","NUMBER","4","0"
"RFQ_toxicant","tx2a_age","2a) At what AGE or YEAR did you first use solvents or degreasers?","NUMBER","4","0"
"RFQ_toxicant","tx2a_yr","2a) At what AGE or YEAR did you first use solvents or degreasers?","NUMBER","4","0"
"RFQ_toxicant","tx2a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx2b","Are you currently using solvents or degreasers?","NUMBER","4","0"
"RFQ_toxicant","tx2b_age","2b) At what AGE or YEAR did you last stop using solvents or degreasers?","NUMBER","4","0"
"RFQ_toxicant","tx2b_yr","2b) At what AGE or YEAR did you last stop using solvents or degreasers?","NUMBER","4","0"
"RFQ_toxicant","tx2b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx2c","2c) During all the years that you used solvents or degreasers, did you ever stop using them for a period of a year or  more?","NUMBER","4","0"
"RFQ_toxicant","tx2c1_start1","At what age did you first stop using solvents or degreasers?","NUMBER","4","0"
"RFQ_toxicant","tx2c1_stop1","At what age did you start using them again?","NUMBER","4","0"
"RFQ_toxicant","tx2c11_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx2c11_more","Were there other periods when you temporarily stopped using solvents or degreasers regularly?","NUMBER","4","0"
"RFQ_toxicant","tx2c1_start2","At what age did you stop using solvents or degreasers again?","NUMBER","4","0"
"RFQ_toxicant","tx2c1_stop2","At what age did you start using them again?","NUMBER","4","0"
"RFQ_toxicant","tx2c12_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx2c12_more","Were there other periods when you temporarily stopped using solvents or degreasers regularly?","NUMBER","4","0"
"RFQ_toxicant","tx2c1_start3","At what age did you stop using solvents or degreasers again?","NUMBER","4","0"
"RFQ_toxicant","tx2c1_stop3","At what age did you start using them again?","NUMBER","4","0"
"RFQ_toxicant","tx2c13_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx2d_ccl4","Carbon tetrachloride","NUMBER","4","0"
"RFQ_toxicant","tx2d_chcl3","Chloroform","NUMBER","4","0"
"RFQ_toxicant","tx2d_ch2cl2","Methylene chloride","NUMBER","4","0"
"RFQ_toxicant","tx2d_c2h3cl3","Trichloroethane","NUMBER","4","0"
"RFQ_toxicant","tx2d_tce","Trichloroethylene (TCE)","NUMBER","4","0"
"RFQ_toxicant","tx2d_perconly","PERC (perchloroethylene)","NUMBER","4","0"
"RFQ_toxicant","tx2d_acids","Acids, alkalis, alcohols","NUMBER","4","0"
"RFQ_toxicant","tx2d_avgas","Avgas, jet fuel","NUMBER","4","0"
"RFQ_toxicant","tx2d_freon","Freon","NUMBER","4","0"
"RFQ_toxicant","tx2d_mek","Methyl ethyl ketone (MEK)","NUMBER","4","0"
"RFQ_toxicant","tx2d_kerosene","Kerosene","NUMBER","4","0"
"RFQ_toxicant","tx2d_spirits","Mineral spirits, naptha, paint thinner","NUMBER","4","0"
"RFQ_toxicant","tx2d_nhex","n-Hexane","NUMBER","4","0"
"RFQ_toxicant","tx2d_stoddard","Stoddard solvent","NUMBER","4","0"
"RFQ_toxicant","tx2d_tolxyl","Toluol/toluene/xylol/xylene","NUMBER","4","0"
"RFQ_toxicant","tx2d_turp","Turpentine","NUMBER","4","0"
"RFQ_toxicant","tx2d_other","Other solvent (specify below)","NUMBER","4","0"
"RFQ_toxicant","tx2dspecify","Specify:","CHAR","500",NA
"RFQ_toxicant","tx2d_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx3","3) In your lifetime, have you welded, brazed, or flame cut metal 100 or more days at work or at home?","NUMBER","4","0"
"RFQ_toxicant","txq3weld","Have you welded?","NUMBER","4","0"
"RFQ_toxicant","txq3brazed","Have you brazed?","NUMBER","4","0"
"RFQ_toxicant","txq3flame","Have you flame cut metal?","NUMBER","4","0"
"RFQ_toxicant","tx3a_age","3a) At what AGE or YEAR did you first start  welding, brazing, or flame cutting metals?","NUMBER","4","0"
"RFQ_toxicant","tx3a_yr","3a) At what AGE or YEAR did you first start  welding, brazing, or flame cutting metals?","NUMBER","4","0"
"RFQ_toxicant","tx3a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx3b","Are you currently welding, brazing, or flame cutting metals?","NUMBER","4","0"
"RFQ_toxicant","tx3b_age","3b) At what AGE or YEAR did you last stop welding, brazing, or flame cutting metals?","NUMBER","4","0"
"RFQ_toxicant","tx3b_yr","3b) At what AGE or YEAR did you last stop welding, brazing, or flame cutting metals?","NUMBER","4","0"
"RFQ_toxicant","tx3b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx3c","3c)  During all the years that you welded, brazed, or flame cut metal, did you ever stop doing them for a period of a year or  more?","NUMBER","4","0"
"RFQ_toxicant","tx3c1_start1","At what age did you first stop welding, brazing, or flame cutting metals?","NUMBER","4","0"
"RFQ_toxicant","tx3c1_stop1","At what age did you start welding, brazing, or flame cutting metals again?","NUMBER","4","0"
"RFQ_toxicant","tx3c11_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx3c11_more","Were there other periods when you temporarily stopped welding, brazing, or flame cutting metals regularly?","NUMBER","4","0"
"RFQ_toxicant","tx3c1_start2","At what age did you stop welding, brazing, or flame cutting metals again?","NUMBER","4","0"
"RFQ_toxicant","tx3c1_stop2","At what age did you start welding, brazing, or flame cutting metals again?","NUMBER","4","0"
"RFQ_toxicant","tx3c12_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx3c12_more","Were there other periods when you temporarily stopped welding, brazing, or flame cutting metals regularly?","NUMBER","4","0"
"RFQ_toxicant","tx3c1_start3","At what age did you stop welding, brazing, or flame cutting metals again?","NUMBER","4","0"
"RFQ_toxicant","tx3c1_stop3","At what age did you start welding, brazing, or flame cutting metals again?","NUMBER","4","0"
"RFQ_toxicant","tx3c13_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx3d_stlesssteel","Stainless steel","NUMBER","4","0"
"RFQ_toxicant","tx3d_mildsteel","Mild steel (ordinary or construction)","NUMBER","4","0"
"RFQ_toxicant","tx3d_dzn","Galvanized or zinc-plated iron or steel","NUMBER","4","0"
"RFQ_toxicant","tx3d_cd","Cadmium-plated steel","NUMBER","4","0"
"RFQ_toxicant","tx3d_pb","Lead-plated or leaded steel","NUMBER","4","0"
"RFQ_toxicant","tx3d_cr","Chromium plated steel","NUMBER","4","0"
"RFQ_toxicant","tx3d_ti","Titanium based alloy","NUMBER","4","0"
"RFQ_toxicant","tx3d_brass","Brass or bronze","NUMBER","4","0"
"RFQ_toxicant","tx3d_castfe","Cast iron","NUMBER","4","0"
"RFQ_toxicant","tx3d_cu","Copper","NUMBER","4","0"
"RFQ_toxicant","tx3d_al","Aluminum","NUMBER","4","0"
"RFQ_toxicant","tx3d_other","Other metal or alloy (specify below)","NUMBER","4","0"
"RFQ_toxicant","tx3dspecify","Specify:","CHAR","500",NA
"RFQ_toxicant","tx3d_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx4","4) In your lifetime, have you soldered 100 or more days at work or at home?","NUMBER","4","0"
"RFQ_toxicant","tx4a_age","4a) At what AGE or YEAR did you first solder?","NUMBER","4","0"
"RFQ_toxicant","tx4a_yr","4a) At what AGE or YEAR did you first solder?","NUMBER","4","0"
"RFQ_toxicant","tx4a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx4b","Are you currently soldering?","NUMBER","4","0"
"RFQ_toxicant","tx4b_age","4b) At what AGE or YEAR did you last stop soldering?","NUMBER","4","0"
"RFQ_toxicant","tx4b_yr","4b) At what AGE or YEAR did you last stop soldering?","NUMBER","4","0"
"RFQ_toxicant","tx4b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx4c","4c) During all the years that you soldered, did you ever stop doing it for a period of a year or  more?","NUMBER","4","0"
"RFQ_toxicant","tx4c1_start1","At what age did you first stop soldering?","NUMBER","4","0"
"RFQ_toxicant","tx4c1_stop1","At what age did you start soldering again?","NUMBER","4","0"
"RFQ_toxicant","tx4c11_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx4c11_more","Were there other periods when you temporarily stopped soldering regularly?","NUMBER","4","0"
"RFQ_toxicant","tx4c1_start2","At what age did you stop soldering  again?","NUMBER","4","0"
"RFQ_toxicant","tx4c1_stop2","At what age did you start soldering again?","NUMBER","4","0"
"RFQ_toxicant","tx4c12_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx4c12_more","Were there other periods when you temporarily stopped soldering regularly?","NUMBER","4","0"
"RFQ_toxicant","tx4c1_start3","At what age did you stop soldering  again?","NUMBER","4","0"
"RFQ_toxicant","tx4c1_stop3","At what age did you start soldering again?","NUMBER","4","0"
"RFQ_toxicant","tx4c13_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx4d_snpb","Tin-lead","NUMBER","4","0"
"RFQ_toxicant","tx4d_ag","Silver","NUMBER","4","0"
"RFQ_toxicant","tx4d_other","Other metal or alloy (specify below)","NUMBER","4","0"
"RFQ_toxicant","tx4dspecify","Specify:","CHAR","500",NA
"RFQ_toxicant","tx4d_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx5","5) Other than above, in your lifetime, have you worked around metal dust or metal fumes 100 or more days at work or at home?","NUMBER","4","0"
"RFQ_toxicant","tx5a_age","5a) At what AGE or YEAR did you first work around metal dust or metal fumes?","NUMBER","4","0"
"RFQ_toxicant","tx5a_yr","5a) At what AGE or YEAR did you first work around metal dust or metal fumes?","NUMBER","4","0"
"RFQ_toxicant","tx5a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx5b","Are you currently working around metal dust or metal fumes?","NUMBER","4","0"
"RFQ_toxicant","tx5b_age","5b) At what AGE or YEAR did you last stop working around metal dust or metal fumes?","NUMBER","4","0"
"RFQ_toxicant","tx5b_yr","5b) At what AGE or YEAR did you last stop working around metal dust or metal fumes?","NUMBER","4","0"
"RFQ_toxicant","tx5b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx5c","5c) During all the years that you worked around metal dust or metal fumes, did you ever stop working around it for a period of a year or  more?","NUMBER","4","0"
"RFQ_toxicant","tx5c1_start1","At what age did you first stop working around metal dust or metal fumes?","NUMBER","4","0"
"RFQ_toxicant","tx5c1_stop1","At what age did you start working around metal dust or metal fumes again?","NUMBER","4","0"
"RFQ_toxicant","tx5c11_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx5c11_more","Were there other periods when you temporarily stopped working around metal dust or metal fumes regularly?","NUMBER","4","0"
"RFQ_toxicant","tx5c1_start2","At what age did you stop working around metal dust or metal fumes again?","NUMBER","4","0"
"RFQ_toxicant","tx5c1_stop2","At what age did you start working around metal dust or metal fumes again?","NUMBER","4","0"
"RFQ_toxicant","tx5c12_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx5c12_more","Were there other periods when you temporarily stopped working around metal dust or metal fumes regularly?","NUMBER","4","0"
"RFQ_toxicant","tx5c1_start3","At what age did you stop working around metal dust or metal fumes again?","NUMBER","4","0"
"RFQ_toxicant","tx5c1_stop3","At what age did you start working around metal dust or metal fumes again?","NUMBER","4","0"
"RFQ_toxicant","tx5c13_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_toxicant","tx5dmetal_1","5d) What specific types of metal dust or metal fumes did you work around?","CHAR","100",NA
"RFQ_toxicant","tx5dmetal_2","5d) What another specific types of metal dust or metal fumes did you work around?","CHAR","100",NA
"RFQ_toxicant","tx5dmetal_3","5d) What another specific types of metal dust or metal fumes did you work around?","CHAR","100",NA
"RFQ_toxicant","tx6","6) In your lifetime, have you ever worked around any other chemicals or fumes that we haven't discussed?","NUMBER","4","0"
"RFQ_toxicant","tx6dchem_1","6a) What other types of chemical or fumes did you work around?","CHAR","100",NA
"RFQ_toxicant","tx6dchem_2","6b) What other types of chemical or fumes did you work around?","CHAR","100",NA
"RFQ_toxicant","tx6dchem_3","6c) What other types of chemical or fumes did you work around?","CHAR","100",NA
"RFQ_toxicant","txcomments","Comments: If you have any additional information about your exposure to chemicals, please provide it here.","CHAR","500",NA
"RFQ_toxicant","toxicant_complete","if toxicant completed","NUMBER","4","0"
"ROCHE_QS","","Roche PD Monitoring App v2 data","","0","0"
"ROCHE_QS","Age","Age","NUMBER","6","4"
"ROCHE_QS","PATNO","Unique Subject Identifier","CHAR","8","0"
"ROCHE_QS","QRSCATID","Roche Questionnaire, Rating or Scale Identifier","CHAR","100","0"
"ROCHE_QS","QRSCLMD","Collection Mode","CHAR","40","0"
"ROCHE_QS","QRSDTM","Date and Time of Group of Questionnaire, Rating or Scale Assessment (Local)","CHAR","20","0"
"ROCHE_QS","QRSDTM_TIME","Time of Group of Questionnaire, Rating or Scale Assessment (Local)","TIME","0","0"
"ROCHE_QS","QRSENDTC","End Date and Time of Questionnaire, Rating or Scale Assessment (Local)","CHAR","20","0"
"ROCHE_QS","QRSENDTC_TIME","End Time of Questionnaire, Rating or Scale Assessment (Local)","TIME","0","0"
"ROCHE_QS","QRSIVQFL","Invalid Quality Flag","CHAR","3","0"
"ROCHE_QS","QRSIVQRS","Invalid Quality Flag Reason","CHAR","200","0"
"ROCHE_QS","QRSLAT","Laterality","CHAR","10","0"
"ROCHE_QS","QRSORESU","Units","CHAR","40","0"
"ROCHE_QS","QRSREAS","Reason Not Done","CHAR","175","0"
"ROCHE_QS","QRSRESC","Character Result or Finding","CHAR","200","0"
"ROCHE_QS","QRSRESN","Numeric Result or Finding in Agreed Units","NUMBER","16","4"
"ROCHE_QS","QRSSCAT","Subcategory for Question, Test or Examination","CHAR","100","0"
"ROCHE_QS","QRSSTAT","Completion Status","CHAR","8","0"
"ROCHE_QS","QRSSTDTC","Start Date and Time of Questionnaire, Rating or Scale Assessment (Local)","CHAR","20","0"
"ROCHE_QS","QRSSTDTC_TIME","Start Time of Questionnaire, Rating or Scale Assessment (Local)","TIME","0","0"
"ROCHE_QS","QRSTEST","Question, Text or Examination","CHAR","300","0"
"ROCHE_QS","QRSTSTID","Question, Test or Examination Identifier","CHAR","8","0"
"ROCHE_QS","SPDEVID","Sponsor Device Identifier","CHAR","80","0"
"ROCHE_QS","STUDYID","Study Identifier","CHAR","20","0"
"SCOPAAUT","","SCOPA-AUT","","",NA
"SCOPAAUT","CNO","Site Number","NUMBER","12","0"
"SCOPAAUT","EVENT_ID","Visit ID","CHAR","3",NA
"SCOPAAUT","INFODT","Assessment Date","DATE","",NA
"SCOPAAUT","LAST_UPDATE","Date of most recent update to record","TIMESTAMP","",NA
"SCOPAAUT","ORIG_ENTRY","Date of original data entry","DATE","",NA
"SCOPAAUT","PAG_NAME","Page Name","CHAR","12",NA
"SCOPAAUT","PATNO","Participant ID","NUMBER","18","0"
"SCOPAAUT","PTCGBOTH","Source of Information","NUMBER","12","0"
"SCOPAAUT","QUERY","Any open/pending queries on this record","NUMBER","1",NA
"SCOPAAUT","REC_ID","Record ID","CHAR","36",NA
"SCOPAAUT","SCAU1","SCOPA Item 1","NUMBER","12","0"
"SCOPAAUT","SCAU10","SCOPA Item 10","NUMBER","12","0"
"SCOPAAUT","SCAU11","SCOPA Item 11","NUMBER","12","0"
"SCOPAAUT","SCAU12","SCOPA Item 12","NUMBER","12","0"
"SCOPAAUT","SCAU13","SCOPA Item 13","NUMBER","12","0"
"SCOPAAUT","SCAU14","SCOPA Item 14","NUMBER","12","0"
"SCOPAAUT","SCAU15","SCOPA Item 15","NUMBER","12","0"
"SCOPAAUT","SCAU16","SCOPA Item 16","NUMBER","12","0"
"SCOPAAUT","SCAU17","SCOPA Item 17","NUMBER","12","0"
"SCOPAAUT","SCAU18","SCOPA Item 18","NUMBER","12","0"
"SCOPAAUT","SCAU19","SCOPA Item 19","NUMBER","12","0"
"SCOPAAUT","SCAU2","SCOPA Item 2","NUMBER","12","0"
"SCOPAAUT","SCAU20","SCOPA Item 20","NUMBER","12","0"
"SCOPAAUT","SCAU21","SCOPA Item 21","NUMBER","12","0"
"SCOPAAUT","SCAU22","SCOPA Item 22","NUMBER","12","0"
"SCOPAAUT","SCAU23","SCOPA Item 23","NUMBER","12","0"
"SCOPAAUT","SCAU23A","SCOPA Item 23a","NUMBER","1",NA
"SCOPAAUT","SCAU23AT","SCOPA Item 23a ED Med","CHAR","",NA
"SCOPAAUT","SCAU24","SCOPA Item 24","NUMBER","12","0"
"SCOPAAUT","SCAU25","SCOPA Item 25","NUMBER","12","0"
"SCOPAAUT","SCAU26A","SCOPA Item 26a","NUMBER","1",NA
"SCOPAAUT","SCAU26AT","SCOPA Item 26a med","CHAR","",NA
"SCOPAAUT","SCAU26B","SCOPA Item 26b","NUMBER","1",NA
"SCOPAAUT","SCAU26BT","SCOPA Item 26b med","CHAR","",NA
"SCOPAAUT","SCAU26C","SCOPA Item 26c","NUMBER","1",NA
"SCOPAAUT","SCAU26CT","SCOPA Item 26c med","CHAR","",NA
"SCOPAAUT","SCAU26D","SCOPA Item 26d","NUMBER","1",NA
"SCOPAAUT","SCAU26DT","SCOPA Item 26d med","CHAR","",NA
"SCOPAAUT","SCAU3","SCOPA Item 3","NUMBER","12","0"
"SCOPAAUT","SCAU4","SCOPA Item 4","NUMBER","12","0"
"SCOPAAUT","SCAU5","SCOPA Item 5","NUMBER","12","0"
"SCOPAAUT","SCAU6","SCOPA Item 6","NUMBER","12","0"
"SCOPAAUT","SCAU7","SCOPA Item 7","NUMBER","12","0"
"SCOPAAUT","SCAU8","SCOPA Item 8","NUMBER","12","0"
"SCOPAAUT","SCAU9","SCOPA Item 9","NUMBER","12","0"
"SCREEN","","Demographics","","",NA
"SCREEN","AFICBERB","Identify self as being of African Berber descent","NUMBER","12","0"
"SCREEN","ASHKJEW","Identify self as being of Ashkenazi Jewish descent","NUMBER","12","0"
"SCREEN","BASQUE","Identify self as being of Basque descent","NUMBER","12","0"
"SCREEN","BIRTHDT","Date of Birth","DATE","",NA
"SCREEN","CHLDBEAR","Female of child bearing potential","NUMBER","12","0"
"SCREEN","CNO","Site Number","NUMBER","12","0"
"SCREEN","EVENT_ID","Visit ID","CHAR","3",NA
"SCREEN","HANDED","Handedness","NUMBER","12","0"
"SCREEN","HISPLAT","Identify ethnicity as being Hispanic or Latino","NUMBER","12","0"
"SCREEN","INFODT","Assessment Date","DATE","",NA
"SCREEN","LAST_UPDATE","Date of most recent update to record","TIMESTAMP","",NA
"SCREEN","ORIG_ENTRY","Date of original data entry","DATE","",NA
"SCREEN","PAG_NAME","Page Name","CHAR","12",NA
"SCREEN","PATNO","Participant ID","NUMBER","18","0"
"SCREEN","QUERY","Any open/pending queries on this record","NUMBER","1",NA
"SCREEN","RAASIAN","Identify self as Asian","NUMBER","12","0"
"SCREEN","RABLACK","Identify self as Black/African American","NUMBER","12","0"
"SCREEN","RAHAWOPI","Identify self as Hawaiian/Other Pacific Islander","NUMBER","12","0"
"SCREEN","RAINDALS","Identify self as Am Indian/Alaska Native","NUMBER","12","0"
"SCREEN","RANOS","Race not specified","NUMBER","12","0"
"SCREEN","RANOSCM","Race not specified comments","CHAR","",NA
"SCREEN","RAWHITE","Identify self as White","NUMBER","12","0"
"SCREEN","REC_ID","Record ID","CHAR","36",NA
"SCREEN","SEX","Sex of participant","NUMBER","12","0"
"SCREENER_ONL","BIRTHDT_OL","Date of Birth","DATE",NA,NA
